model,subset,samples,accuracy,precision,recall,f1,roc_auc,pr_auc,brier_score,ece,tp,fp,tn,fn,accuracy_delta,f1_delta,roc_auc_delta,pr_auc_delta,brier_score_delta,ece_delta
logistic_regression,overall,800,0.62875,0.6240963855421687,0.6475,0.6355828220858896,0.70789375,0.7123531118944157,0.2150708410109287,0.052540947981810276,259,156,244,141,0.007500000000000062,-0.0006716797148307307,0.014868749999999986,0.05051659980362011,-0.0025812957221348076,-0.012351480085453753
xgboost,overall,800,0.67875,0.6828644501278772,0.6675,0.6750948166877371,0.7688125000000001,0.7795115343168141,0.18914569638228645,0.034074821127578606,267,124,276,133,0.008749999999999925,-0.01358442859528175,0.0276812500000001,0.047353240203447666,-0.010738684588568387,0.011265826434828326
logistic_regression,fever,200,0.485,0.4878048780487805,0.6,0.5381165919282511,0.48700000000000004,0.5002765453410132,0.2712614747880889,0.13025007811204137,60,63,37,40,0.03999999999999998,0.01045701746016603,0.02140000000000003,,,
logistic_regression,halueval,300,0.84,0.8642857142857143,0.8066666666666666,0.8344827586206897,0.9311111111111111,0.9351866259667764,0.1223951973340211,0.13332272206641418,121,19,131,29,-0.00666666666666671,0.0011494252873562871,-0.015599999999999947,,,
logistic_regression,truthfulqa,300,0.5133333333333333,0.5131578947368421,0.52,0.5165562913907285,0.5210222222222223,0.4996181813182248,0.2702860621697295,0.12085594759826994,78,74,76,72,0.0,-0.0300275595409486,0.016577777777777802,,,
xgboost,fever,200,0.53,0.5319148936170213,0.5,0.5154639175257731,0.5441,0.5682481169622635,0.24945684873674054,0.06554773777723312,50,44,56,50,0.010000000000000009,-0.04817244611059046,0.05870000000000003,,,
xgboost,halueval,300,0.8633333333333333,0.8707482993197279,0.8533333333333334,0.8619528619528619,0.9433333333333334,0.9368132938341208,0.09608097623682511,0.0667981254061063,128,19,131,22,0.0,0.0018846025671963584,0.007644444444444454,,,
xgboost,truthfulqa,300,0.5933333333333334,0.5933333333333334,0.5933333333333334,0.5933333333333334,0.6065777777777778,0.6170866786397021,0.2420029816247784,0.05274322308599948,89,61,89,61,0.01666666666666672,-0.027562189054726294,0.008311111111111047,,,
